"carat","cut","color","clarity","depth","table","price","x","y","z"
1.24,"Ideal","H","VS1",63,55,5055,6.84,6.81,4.3
1,"Ideal","E","VS2",62.9,55,6871,6.4,6.36,4.01
1.09,"Premium","H","SI1",62.4,59,5219,6.53,6.48,4.06
0.71,"Very Good","E","VS2",59.4,58,2843,5.76,5.82,3.44
1,"Premium","H","I1",61.3,60,2695,6.39,6.43,3.93
0.39,"Ideal","E","VVS1",60.4,56,1179,4.76,4.78,2.88
0.24,"Very Good","F","VVS2",61.7,56,608,3.98,4,2.45
0.31,"Premium","D","SI1",60.6,59,533,4.35,4.39,2.65
0.41,"Ideal","G","VS1",62.4,57,899,4.7,4.75,2.95
0.83,"Very Good","F","VS1",63.3,56,3603,5.99,5.92,3.77
0.41,"Ideal","H","VVS1",62.2,57,1115,4.78,4.74,2.96
0.7,"Good","D","SI1",58,60,2525,5.79,5.93,3.4
1.01,"Fair","F","VS2",64.8,56,4791,6.3,6.25,4.07
1.52,"Premium","G","VVS2",62.9,59,15404,7.29,7.25,4.57
0.32,"Ideal","D","VS2",61,57,758,4.42,4.46,2.71
1.54,"Ideal","I","VS2",60.2,59,9600,7.52,7.57,4.54
0.37,"Ideal","D","VS1",61.8,56,872,4.61,4.64,2.86
0.31,"Ideal","E","VS2",60.8,54,680,4.39,4.4,2.67
1.03,"Ideal","E","SI2",61.7,55,5491,6.52,6.46,4.01
0.56,"Ideal","G","VVS1",62,56,2318,5.3,5.28,3.28
1.01,"Good","G","VVS2",63.2,59,7528,6.34,6.38,4.02
1.09,"Ideal","H","SI1",61.4,56,6970,6.61,6.64,4.07
0.5,"Ideal","E","VS2",61,56,1629,5.17,5.12,3.14
0.79,"Ideal","F","SI1",60.8,55,3210,5.98,6.05,3.66
0.41,"Very Good","G","VVS2",61.6,56,1007,4.76,4.78,2.94
0.51,"Ideal","D","SI2",61.1,56,1359,5.18,5.16,3.16
0.35,"Ideal","D","VS2",61.9,55,829,4.5,4.54,2.8
1,"Good","F","VVS2",60.7,62,8079,6.36,6.4,3.87
1.11,"Ideal","G","VS2",61.2,56,6982,6.68,6.65,4.08
0.71,"Premium","I","VS1",62.5,59,2202,5.75,5.71,3.58
1.5,"Fair","H","SI1",65.9,56,7211,7.11,7.04,4.66
0.51,"Very Good","G","VVS2",62.9,57,1750,5.06,5.12,3.2
0.25,"Premium","E","VVS1",60.7,60,740,4.11,4.09,2.49
1.06,"Ideal","I","VS2",61,57,5362,6.55,6.59,4.01
0.33,"Ideal","G","SI2",61.4,54,463,4.44,4.48,2.74
1.01,"Premium","E","VS2",60.8,58,4706,6.43,6.4,3.9
1.03,"Premium","H","SI1",62.2,60,4843,6.4,6.43,3.99
0.36,"Ideal","E","SI1",61.6,56,810,4.59,4.56,2.82
0.32,"Very Good","F","VS2",61,61,645,4.38,4.41,2.68
1.26,"Premium","F","VS2",62.8,58,8676,6.89,6.84,4.31
0.31,"Ideal","F","VVS1",61.8,56,884,4.33,4.37,2.69
1.04,"Ideal","I","SI1",61.2,56,4846,6.53,6.55,4
2.14,"Very Good","I","VS2",62.8,59,15931,8.16,8.21,5.14
0.59,"Ideal","D","VVS1",62.3,54,3791,5.36,5.39,3.35
1.03,"Premium","E","SI2",61.8,59,4845,6.47,6.42,3.98
1.01,"Good","E","SI2",58.5,61,4807,6.51,6.61,3.84
0.3,"Very Good","G","VS1",63.3,56,725,4.31,4.28,2.72
0.71,"Ideal","D","SI1",61.9,59,2764,5.69,5.72,3.53
2.24,"Ideal","I","SI2",62.1,57,15852,8.31,8.4,5.19
0.31,"Premium","G","VVS1",59.5,60,816,4.39,4.41,2.62
0.78,"Ideal","E","SI2",61,56,3053,5.92,5.98,3.63
2.03,"Ideal","I","SI2",61.5,54,14061,8.22,8.2,5.05
1.67,"Ideal","I","VS1",61.6,59,11975,7.64,7.61,4.7
0.75,"Very Good","F","VS1",63.2,57,3129,5.78,5.74,3.64
0.73,"Very Good","F","SI1",61.4,60,2675,5.74,5.76,3.53
0.97,"Very Good","F","SI2",62.9,57,4223,6.28,6.31,3.96
2.01,"Ideal","F","SI2",60,56,17220,8.17,8.22,4.92
0.52,"Ideal","G","VS1",61.9,55.5,1803,5.13,5.16,3.18
1.26,"Ideal","D","VS2",62.5,57,8256,6.9,6.85,4.3
0.85,"Good","J","SI1",59.2,64,2278,6.17,6.13,3.64
0.33,"Premium","E","VS2",61.1,59,928,4.49,4.45,2.73
1.09,"Good","H","VVS2",58.8,61,6651,6.72,6.78,3.97
0.23,"Very Good","F","VVS2",61.6,57,583,3.96,3.99,2.45
0.23,"Very Good","F","VVS2",60.4,61,505,3.93,3.95,2.38
0.36,"Ideal","I","VS2",61.8,55,648,4.61,4.58,2.84
2.08,"Very Good","J","VS2",60.6,61,13732,8.24,8.34,5.02
0.61,"Very Good","G","SI1",62,58,1659,5.43,5.48,3.38
0.7,"Premium","G","SI2",58.9,59,1636,5.73,5.7,3.37
0.37,"Good","D","VS1",62.1,54,825,4.67,4.73,2.92
0.25,"Ideal","E","VS2",62.1,57,535,4.01,4.05,2.5
0.71,"Good","F","SI1",57.9,53,2300,5.84,5.8,3.37
0.72,"Ideal","I","VVS1",62.9,57,2493,5.68,5.77,3.6
0.4,"Good","I","VS2",64.1,57,695,4.65,4.61,2.97
1.01,"Premium","E","VVS2",62.4,58,9711,6.42,6.36,3.99
1.01,"Good","J","VS1",61.5,61,4189,6.39,6.45,3.95
2.11,"Very Good","I","VS2",60.3,60.5,16363,8.22,8.29,4.98
1.02,"Ideal","G","SI1",62.2,56,5044,6.46,6.44,4.01
0.4,"Ideal","G","IF",62.2,55,1397,4.76,4.73,2.95
2.16,"Ideal","J","VS1",61.4,55,18462,8.34,8.27,5.1
1,"Premium","G","VVS2",61.6,61,7762,6.38,6.35,3.92
1.01,"Very Good","E","SI1",63.1,55,4853,6.41,6.34,4.02
0.37,"Very Good","F","VS1",58.6,65,863,4.68,4.71,2.75
0.35,"Ideal","E","SI1",61.2,57,614,4.52,4.56,2.78
1.01,"Premium","G","SI1",63,60,4118,6.34,6.3,3.98
1.06,"Ideal","I","SI2",61.4,57,3777,6.57,6.63,4.05
1.08,"Premium","G","VS2",59.4,59,6532,6.75,6.68,3.99
1.29,"Good","J","VS2",58.2,61,5898,7.07,7.12,4.13
2.02,"Very Good","I","SI2",61.1,61,13865,8.08,8.11,4.95
1.35,"Very Good","H","VS2",62.3,57,7549,7.06,7.12,4.42
1.17,"Ideal","G","VVS2",61.6,56,9630,6.77,6.83,4.18
2.2,"Premium","J","SI2",60.9,60,13065,8.42,8.34,5.1
1.07,"Premium","F","VS1",62.4,58,7232,6.52,6.49,4.06
1.01,"Good","G","SI1",63.8,56,4504,6.32,6.37,4.05
0.31,"Very Good","I","VVS1",63.6,55,541,4.27,4.32,2.73
0.43,"Premium","E","I1",58.4,62,713,5,4.94,2.9
1.02,"Ideal","I","SI1",62.1,56,3713,6.44,6.39,3.98
0.7,"Ideal","F","SI1",62.2,56,2409,5.68,5.7,3.54
0.9,"Very Good","H","SI1",63.2,61,3242,6.12,6.03,3.84
1.51,"Ideal","E","SI2",61.9,56,10588,7.31,7.36,4.54
0.28,"Very Good","F","VVS2",60.6,59,642,4.22,4.26,2.57
1.24,"Ideal","J","SI1",61.8,57,5000,6.92,6.86,4.26
0.52,"Very Good","E","SI2",61.8,54,1120,5.15,5.18,3.19
0.9,"Premium","E","SI2",62.6,60,3599,6.18,6.09,3.84
0.53,"Ideal","G","SI1",61,56,1284,5.23,5.26,3.2
0.58,"Ideal","G","VS1",62.6,54,1984,5.34,5.3,3.33
0.9,"Good","I","VS2",63.7,61,3303,6.06,6.1,3.87
0.54,"Premium","D","VS2",61.5,58,1993,5.26,5.21,3.22
0.5,"Premium","E","VS2",62.7,59,1559,5.02,5.06,3.16
0.56,"Very Good","G","VS2",62.5,57,1580,5.25,5.28,3.29
0.69,"Good","F","SI1",58.4,61.7,1951,5.75,5.82,3.38
1.59,"Premium","I","VS2",62,58,7479,7.44,7.39,4.6
0.83,"Very Good","F","SI1",63,55,3207,5.95,5.96,3.75
0.73,"Ideal","G","SI1",61.2,57,3089,5.79,5.86,3.56
0.91,"Premium","G","SI1",62.2,59,4045,6.15,6.19,3.84
1,"Premium","H","SI1",62.7,60,4469,6.3,6.24,3.93
1.01,"Ideal","D","VVS2",61.5,57,11015,6.43,6.48,3.97
0.32,"Good","J","SI1",63.2,56,374,4.31,4.36,2.74
1.72,"Ideal","J","SI1",62,57,8900,7.66,7.62,4.74
0.77,"Premium","D","SI1",59.5,60,2939,6.01,5.95,3.56
0.72,"Ideal","E","SI1",62.1,54,2688,5.76,5.8,3.59
0.53,"Ideal","G","VS1",61.7,55,1727,5.22,5.18,3.21
0.36,"Ideal","E","SI1",62.9,56,810,4.57,4.52,2.86
1.33,"Very Good","F","SI1",63.3,56,8163,6.91,6.95,4.39
0.7,"Premium","F","SI1",61.6,58,2441,5.7,5.73,3.52
0.8,"Ideal","D","SI1",62.6,55,3597,5.91,5.94,3.71
1.52,"Premium","G","I1",62.3,60,4345,7.34,7.28,4.56
1.15,"Premium","H","SI1",60.9,57,5139,6.8,6.72,4.12
0.41,"Premium","E","SI2",59.5,62,818,4.84,4.8,2.87
0.91,"Ideal","F","SI2",62.2,56,3746,6.17,6.14,3.83
0.7,"Ideal","H","SI1",61.9,57,2107,5.66,5.69,3.51
0.71,"Premium","J","SI1",61,61,1853,5.71,5.66,3.47
2,"Very Good","E","SI2",63.4,60,14763,7.97,7.92,5.04
1.52,"Premium","I","SI1",61.2,60,8521,7.41,7.36,4.52
1.5,"Premium","F","VS2",60.9,60,13853,7.42,7.35,4.5
0.56,"Ideal","I","VVS1",62,57,1580,5.29,5.33,3.29
0.71,"Good","D","SI1",64.1,56,2547,5.63,5.6,3.6
0.38,"Very Good","F","VVS2",61.9,59.7,1060,4.64,4.65,2.87
0.7,"Good","E","SI1",64.4,58,2000,5.48,5.52,3.54
1.2,"Very Good","G","VS1",63.3,57,6814,6.77,6.71,4.26
0.7,"Premium","F","SI2",61.6,60,1597,5.78,5.68,3.53
2.06,"Premium","I","SI2",62.7,60,13198,8.11,8.06,5.07
0.34,"Very Good","E","SI1",63.2,55,765,4.49,4.46,2.83
0.46,"Fair","H","VS2",65.6,58,830,4.8,4.84,3.16
0.31,"Ideal","G","VS1",62.5,57,802,4.37,4.34,2.72
0.85,"Very Good","E","SI2",63.1,58,2966,6.02,6,3.79
0.63,"Very Good","D","IF",59.6,59,4800,5.55,5.59,3.32
0.5,"Ideal","F","VVS1",60.4,56,2165,5.16,5.21,3.13
0.32,"Premium","E","VVS2",61.5,58,842,4.36,4.42,2.7
0.33,"Ideal","G","SI2",61.9,56,434,4.41,4.45,2.74
0.3,"Premium","H","VS1",61.4,59,675,4.33,4.3,2.65
0.46,"Ideal","G","VVS1",60.7,57,1453,4.98,5.03,3.04
0.77,"Premium","E","SI2",58.2,60,2360,6.01,5.95,3.48
0.71,"Premium","F","VS2",61.9,59,2686,5.75,5.72,3.55
0.23,"Premium","D","VVS2",58.9,60,688,4.03,3.95,2.35
1,"Very Good","E","SI2",62.8,59,4125,6.3,6.34,3.97
1.5,"Good","G","SI1",59.7,65,9954,7.46,7.34,4.42
0.43,"Ideal","G","IF",61.3,55,1683,4.86,4.89,2.99
0.71,"Ideal","F","VS1",60.8,56,3710,5.81,5.82,3.54
0.33,"Premium","G","VS1",60.3,58,797,4.52,4.5,2.72
0.39,"Ideal","F","VVS1",60.9,55,1089,4.75,4.8,2.91
1.13,"Ideal","I","VVS1",61.6,57,7459,6.67,6.75,4.12
1.01,"Premium","E","SI1",62.4,60,5002,6.35,6.32,3.95
0.8,"Ideal","F","VS1",62.2,56,4362,5.93,5.96,3.7
1.24,"Good","G","SI2",63.7,60,4861,6.77,6.7,4.3
1.01,"Very Good","D","SI1",61.4,59,6270,6.37,6.43,3.93
0.23,"Very Good","E","VVS2",62.5,55,505,3.94,3.96,2.47
1.01,"Very Good","E","SI1",62.6,57,4986,6.38,6.43,4.01
0.31,"Ideal","G","VS1",61,56,642,4.35,4.4,2.67
0.34,"Premium","E","VS2",61,59,956,4.51,4.48,2.74
1.03,"Ideal","J","SI2",62.4,56,4054,6.44,6.48,4.03
0.76,"Very Good","G","VS2",61.1,57,3170,5.84,5.95,3.6
1.71,"Very Good","I","SI2",62.7,58,8896,7.59,7.54,4.74
1.52,"Good","G","VS2",63.3,57,11235,7.27,7.32,4.62
0.32,"Premium","D","VS2",61.7,59,972,4.43,4.38,2.72
1.21,"Very Good","J","SI1",62.7,57,4312,6.72,6.77,4.23
1.52,"Very Good","E","SI1",63.5,58,11176,7.36,7.29,4.65
0.31,"Very Good","E","SI1",62.9,58,544,4.29,4.33,2.71
0.46,"Very Good","E","SI1",61.4,62,1042,4.92,4.95,3.03
0.47,"Very Good","F","VS2",59.6,58.1,1226,5.07,5.11,3.03
1.04,"Ideal","G","VS2",61.6,57,6773,6.49,6.54,4.01
1.09,"Ideal","D","VS1",62.3,56,9650,6.63,6.59,4.12
0.39,"Ideal","I","IF",60.8,56,865,4.73,4.75,2.88
1.06,"Very Good","G","VS2",61.7,57,6483,6.5,6.57,4.03
1.05,"Ideal","G","VS1",62.8,58,7440,6.44,6.48,4.06
0.71,"Fair","H","VS2",62.1,70,1832,5.67,5.6,3.5
0.5,"Good","E","SI1",63.8,55,1316,5.04,5.09,3.23
1.83,"Very Good","E","SI2",62.8,56,13134,7.76,7.82,4.89
0.77,"Ideal","F","SI1",61.9,57,2642,5.88,5.91,3.65
1.13,"Ideal","F","I1",61.2,56,3366,6.76,6.71,4.12
1.01,"Very Good","D","SI1",59.1,61,4821,6.46,6.5,3.83
2.07,"Very Good","H","SI2",63.3,56,15992,8.1,8.08,5.12
0.3,"Ideal","E","IF",61.1,57,957,4.31,4.33,2.64
0.32,"Ideal","E","VS2",62.1,56,900,4.43,4.4,2.74
0.28,"Very Good","E","VVS2",61.8,58,642,4.2,4.24,2.61
1.51,"Ideal","G","VS1",62.8,56,13811,7.29,7.24,4.56
0.53,"Premium","G","VS2",62.6,58,1607,5.18,5.11,3.22
1.12,"Ideal","G","VS2",62,56,6652,6.64,6.69,4.13
0.9,"Fair","H","SI2",65,61,2883,6.01,5.96,3.89
0.32,"Ideal","D","VVS2",61.6,54,809,4.41,4.46,2.73
0.71,"Very Good","E","SI1",59.3,55,2573,5.83,5.9,3.48
0.59,"Ideal","F","VVS2",62,54,2679,5.36,5.38,3.33
0.4,"Very Good","F","SI1",62.1,60,756,4.66,4.7,2.91
1,"Ideal","F","VS2",62.6,57,6804,6.4,6.35,3.99
0.31,"Ideal","G","VS2",61.4,57,698,4.37,4.33,2.67
0.32,"Ideal","H","VS2",61.2,55,523,4.41,4.45,2.71
1.01,"Ideal","F","VS2",60.9,57,6787,6.48,6.45,3.94
0.31,"Good","G","VS1",63.1,59,625,4.27,4.29,2.7
0.58,"Ideal","F","VS2",61.9,60,1811,5.32,5.35,3.3
0.41,"Good","J","VS2",64.3,55,606,4.66,4.7,3.01
0.52,"Very Good","G","VS2",63.2,58,1577,5.12,5.1,3.23
0.9,"Fair","D","SI1",63.8,61,4252,6.07,5.99,3.85
0.9,"Very Good","H","SI2",63.1,60,2972,6.14,6.09,3.86
0.32,"Good","F","SI1",63.2,55,533,4.37,4.4,2.77
0.3,"Ideal","I","VS2",62.7,54,438,4.28,4.3,2.69
1.5,"Ideal","J","VVS1",62.2,59,9814,7.3,7.32,4.55
1.21,"Premium","G","VS2",60.3,60,8294,6.89,6.83,4.14
1.01,"Premium","G","SI1",63,58,4525,6.35,6.29,3.98
1.01,"Premium","E","SI2",62.6,59,4666,6.36,6.39,3.99
0.3,"Ideal","F","VVS2",61.6,53,694,4.35,4.39,2.69
2.33,"Ideal","I","VS2",62,57,17504,8.52,8.45,5.26
0.59,"Ideal","D","SI1",61.8,56,1816,5.37,5.4,3.33
0.9,"Good","J","VVS2",57.4,61,3193,6.42,6.37,3.67
2.26,"Premium","H","SI2",61.3,60,15428,8.5,8.43,5.19
0.38,"Ideal","E","SI1",61.8,53.8,693,4.63,4.67,2.88
0.3,"Premium","E","SI1",60,60,526,4.36,4.38,2.62
1.01,"Ideal","F","SI2",62.7,57,4843,6.36,6.39,4
0.38,"Very Good","D","VVS2",60,62,1200,4.7,4.73,2.83
0.52,"Ideal","E","SI1",61.6,55,1555,5.16,5.19,3.19
0.3,"Ideal","F","VS1",62.6,57,731,4.34,4.29,2.7
0.3,"Premium","F","VVS2",59.5,59,882,4.42,4.38,2.62
2.01,"Premium","J","VS2",60.4,59,13744,8.15,8.1,4.91
0.58,"Ideal","G","SI1",61.5,56,1690,5.35,5.38,3.3
0.33,"Premium","E","VVS2",60.3,58,1114,4.49,4.47,2.7
0.51,"Ideal","G","SI1",61.3,55,1329,5.18,5.22,3.19
2.22,"Premium","I","SI1",62.7,58,14095,8.33,8.28,5.21
2.01,"Very Good","I","VS2",59.6,58,16383,8.18,8.23,4.89
2.04,"Ideal","G","SI1",61.9,58,18153,8.12,8.16,5.04
1.09,"Premium","F","VS1",61.3,60,7588,6.67,6.61,4.07
0.73,"Very Good","F","VVS2",63.8,59,3669,5.69,5.72,3.64
0.9,"Good","E","SI1",63.9,57,4463,6.05,6.1,3.88
0.54,"Ideal","H","SI2",61.6,56,1073,5.25,5.28,3.24
0.41,"Premium","I","VVS2",59.9,58,827,4.81,4.87,2.9
0.77,"Ideal","H","SI1",62.2,56,2781,5.83,5.88,3.64
1.75,"Premium","G","VS1",59.6,60,17191,7.9,7.76,4.67
0.33,"Ideal","F","SI2",62.3,55,450,4.44,4.49,2.78
0.72,"Premium","F","VS2",61.6,58,2724,5.76,5.73,3.54
0.71,"Ideal","H","IF",61.2,56,4007,5.76,5.86,3.54
1.04,"Ideal","G","VS2",61.8,56,6290,6.5,6.47,4.01
0.71,"Very Good","G","SI2",63.2,59,2107,5.6,5.64,3.55
0.7,"Very Good","F","SI1",61.1,59,2264,5.68,5.78,3.5
1,"Very Good","I","SI2",60.8,63,3276,6.41,6.34,3.88
1.51,"Good","G","VS2",64.2,54,11746,7.27,7.18,4.64
0.42,"Premium","F","SI1",61.5,58,992,4.83,4.8,2.96
1.2,"Good","J","VS2",63.7,58,4466,6.61,6.68,4.23
0.51,"Good","H","VS2",61.8,65,1128,5.07,5.02,3.12
0.41,"Ideal","H","SI1",61.2,56,683,4.77,4.81,2.93
0.43,"Premium","G","SI1",60.4,58,968,4.9,4.87,2.95
0.71,"Very Good","H","VS1",63.7,57,2590,5.63,5.67,3.6
1.02,"Very Good","H","SI1",63.7,55,4552,6.31,6.38,4.04
1.05,"Premium","G","SI2",61.8,60,4198,6.49,6.46,4
0.76,"Very Good","H","SI1",61.6,58,2663,5.88,5.91,3.63
0.34,"Very Good","F","SI2",63.3,54,574,4.48,4.46,2.83
0.91,"Good","H","SI1",63.8,56,3323,6.09,6.04,3.87
0.34,"Very Good","H","VS1",61.3,56,596,4.48,4.53,2.76
1.29,"Ideal","G","VS2",62.5,57,8582,6.89,6.92,4.35
1.03,"Ideal","I","SI1",63.3,57,4401,6.37,6.46,4.06
0.56,"Ideal","H","VS1",62.2,55.3,1691,5.26,5.31,3.28
0.56,"Ideal","F","VS2",62.1,57,1723,5.28,5.29,3.28
1.7,"Ideal","J","VS2",62.2,56,9276,7.64,7.61,4.74
0.32,"Premium","G","VVS2",62.3,58,936,4.38,4.35,2.72
1,"Good","I","VVS2",57.4,59,4032,6.61,6.53,3.77
0.76,"Premium","E","SI2",60,59,2399,5.94,5.9,3.55
1.56,"Premium","E","SI2",62.4,60,9909,7.36,7.41,4.61
1,"Premium","J","SI1",58.7,58,3920,6.55,6.51,3.83
0.31,"Ideal","F","VVS1",62,55,840,4.34,4.37,2.7
1,"Fair","I","SI1",56.4,61,3920,6.58,6.55,3.7
0.77,"Very Good","D","SI1",58.6,59,3160,6,6.04,3.53
0.7,"Premium","H","SI2",58.8,59,2159,5.92,5.84,3.44
2.01,"Good","I","SI1",64.1,62,13587,7.94,7.85,5.06
1.7,"Ideal","I","VS2",61.1,57,10662,7.7,7.66,4.69
1.3,"Premium","I","VS1",62.2,59,6806,6.91,6.97,4.32
1,"Good","E","SI2",64.3,58,3450,6.18,6.11,3.95
1.5,"Ideal","I","VS1",62,53,9618,7.4,7.35,4.57
0.71,"Premium","G","SI2",59.9,59,1808,5.82,5.79,3.48
0.64,"Ideal","H","SI2",60.8,56,1125,5.57,5.61,3.4
1.03,"Very Good","D","VS2",63.3,57,7102,6.39,6.44,4.06
0.41,"Very Good","E","SI1",62.8,59,755,4.74,4.75,2.98
0.32,"Premium","H","VS2",60.6,58,648,4.47,4.44,2.7
0.32,"Ideal","E","VS2",62.2,55,900,4.38,4.37,2.72
1.22,"Premium","G","SI1",63,57,6695,6.84,6.74,4.28
0.72,"Ideal","E","VVS2",62,54.9,4094,5.75,5.78,3.57
0.59,"Very Good","E","SI1",61.3,58,1748,5.41,5.45,3.33
1.01,"Good","G","SI1",63.2,55,4326,6.32,6.4,4.02
0.4,"Ideal","G","IF",62,57,1193,4.73,4.75,2.94
0.41,"Very Good","F","VS1",60.8,58,1007,4.76,4.82,2.91
1.27,"Ideal","F","SI2",62,55,5405,6.95,6.9,4.3
0.3,"Ideal","F","VS2",60.7,56,605,4.32,4.34,2.63
0.58,"Ideal","G","VVS2",61.8,56,2133,5.35,5.36,3.31
0.7,"Good","D","VS1",60.4,62,3463,5.73,5.76,3.47
0.32,"Very Good","E","SI1",60.4,61,524,4.39,4.42,2.66
1.01,"Ideal","E","SI2",62.1,56,4355,6.39,6.43,3.98
1.13,"Premium","H","SI1",62,58,5050,6.67,6.63,4.12
0.42,"Ideal","G","VVS1",61.4,56,1235,4.83,4.81,2.96
1.52,"Ideal","H","SI2",62.3,56,7388,7.34,7.24,4.54
0.24,"Very Good","D","VS2",60.2,59,419,4.03,4.04,2.43
1.55,"Premium","J","SI2",62.6,60,6635,7.36,7.3,4.59
0.9,"Very Good","E","SI1",62.9,55,3863,6.18,6.22,3.9
0.31,"Ideal","G","VVS2",60.8,56,907,4.4,4.38,2.67
1.73,"Premium","I","SI2",62,60,9207,7.67,7.63,4.74
0.32,"Ideal","F","VS1",61.3,55,676,4.43,4.46,2.72
0.71,"Good","E","SI1",61.5,61,2573,5.64,5.67,3.48
0.9,"Fair","D","SI2",64.5,61,3473,6.1,6,3.9
0.52,"Ideal","E","VS2",61.3,57,1694,5.22,5.19,3.19
0.6,"Ideal","E","VS2",62.3,53.8,2137,5.41,5.45,3.38
0.32,"Premium","G","VS1",60.6,60,828,4.44,4.4,2.68
0.75,"Premium","D","SI1",59.2,58,3024,5.96,5.93,3.52
0.3,"Ideal","G","VVS2",62.2,57,655,4.25,4.3,2.66
0.82,"Ideal","F","VS2",61.5,57,3798,6.01,6.05,3.71
2.02,"Very Good","H","SI2",59.9,55,15851,8.17,8.28,4.93
0.41,"Ideal","G","VS2",61.4,55,1061,4.8,4.75,2.93
1.01,"Good","F","VS1",64,56,5786,6.37,6.32,4.06
0.7,"Very Good","E","VS1",63.8,57,3177,5.61,5.65,3.59
0.35,"Ideal","D","SI2",62.2,56,669,4.55,4.52,2.82
0.53,"Ideal","F","VVS2",61.3,56,2291,5.21,5.24,3.2
0.36,"Very Good","E","VS2",59.8,62,789,4.56,4.61,2.74
0.32,"Premium","F","VS2",61,61,828,4.41,4.38,2.68
0.34,"Ideal","E","VS1",61.2,57,1033,4.5,4.45,2.74
0.5,"Premium","D","SI1",61.4,59,1363,5.12,5.08,3.13
2.2,"Premium","I","SI2",63,59,15238,8.22,8.19,5.17
1.71,"Very Good","H","VS2",62.6,59,13445,7.54,7.58,4.73
1.01,"Premium","F","VS2",62.7,58,6097,6.4,6.39,4.01
0.93,"Very Good","H","SI1",59.3,61,3838,6.33,6.39,3.77
0.8,"Very Good","F","VS1",62.6,57,3720,5.9,5.98,3.72
1.22,"Very Good","E","SI2",63.3,56,5739,6.78,6.75,4.28
1.01,"Very Good","E","VS2",62.6,56,6043,6.39,6.43,4.01
1.52,"Premium","I","VVS2",61.6,58,10824,7.37,7.41,4.55
1.01,"Good","G","SI2",63.7,56,4211,6.26,6.34,4.01
1.05,"Very Good","G","SI1",61.6,57,5197,6.51,6.54,4.02
0.23,"Very Good","E","VVS2",63,58,505,3.95,3.99,2.5
0.32,"Premium","E","VVS2",61.5,58,1080,4.42,4.36,2.7
0.41,"Premium","J","VS2",61.9,59,784,4.74,4.69,2.92
1.03,"Premium","H","VS2",62.4,58,5078,6.47,6.39,4.01
1.52,"Ideal","J","SI1",61.9,57,7356,7.33,7.37,4.55
2.01,"Good","I","SI2",56.9,59,11312,8.41,8.3,4.74
0.3,"Ideal","D","VS1",60.8,56,885,4.37,4.39,2.66
0.3,"Ideal","H","VVS2",61.3,56,776,4.35,4.33,2.66
0.38,"Premium","I","VS2",61.8,59,633,4.61,4.64,2.86
1.01,"Good","F","VS2",63.2,58,5988,6.33,6.36,4.01
0.9,"Premium","H","SI2",58.3,60,3371,6.34,6.31,3.69
0.31,"Ideal","J","SI1",61.3,56,418,4.37,4.4,2.69
0.52,"Ideal","I","VS2",62.3,54,1152,5.17,5.2,3.23
0.34,"Ideal","E","VVS1",61.9,56,1014,4.47,4.51,2.78
0.32,"Very Good","D","VVS1",61.9,54,983,4.42,4.46,2.75
0.41,"Ideal","G","SI1",62.2,56,671,4.75,4.77,2.96
0.51,"Very Good","D","VS2",60.5,60,1787,5.16,5.19,3.13
2.14,"Premium","D","SI2",59.8,59,17127,8.4,8.36,5.01
0.34,"Ideal","F","VVS1",61.4,55,906,4.53,4.56,2.79
0.9,"Premium","F","SI2",61.5,59,3704,6.23,6.2,3.82
1,"Premium","F","SI2",60.2,58,3584,6.47,6.42,3.88
0.25,"Ideal","G","VS1",62.7,56,454,4.01,4.04,2.52
1.19,"Good","I","SI1",63.7,57.2,5236,6.69,6.73,4.28
0.9,"Good","F","VS2",59.8,61,4253,6.18,6.22,3.71
0.32,"Good","E","SI1",63.5,56,524,4.34,4.38,2.77
0.78,"Ideal","E","SI1",62.1,58,3146,5.86,5.9,3.65
0.57,"Good","F","VS2",62.8,62,1642,5.22,5.25,3.29
1.21,"Fair","G","SI1",64.6,60,6397,6.69,6.62,4.3
1.7,"Ideal","G","VVS1",61,56,18445,7.67,7.62,4.66
0.41,"Ideal","H","SI1",62.2,55,1056,4.76,4.79,2.97
0.27,"Very Good","D","VS1",63.2,55,470,4.1,4.16,2.61
0.71,"Ideal","G","SI1",61.4,57,2386,5.76,5.71,3.52
1.31,"Very Good","I","SI1",62.6,59,6686,6.97,6.86,4.33
1.08,"Premium","G","VS2",60.1,59,6532,6.7,6.64,4.01
0.51,"Ideal","J","SI1",62.5,56,988,5.06,5.12,3.18
0.7,"Good","H","VVS2",60.5,62,2611,5.66,5.74,3.45
1.53,"Ideal","I","VS1",62.8,55,10796,7.4,7.35,4.63
1.28,"Premium","H","SI1",62,62,6595,6.93,6.87,4.28
1.26,"Fair","D","SI2",64.5,59,4746,6.75,6.71,4.34
1.25,"Ideal","J","VVS2",61.1,57,5975,6.91,6.94,4.23
2,"Premium","I","SI2",61.3,59,14208,8.13,8.09,4.97
1.03,"Very Good","H","SI1",58.6,61,4326,6.6,6.64,3.88
0.56,"Ideal","F","VVS2",61,56,2119,5.33,5.35,3.26
0.72,"Premium","D","SI1",61.4,59,2954,5.71,5.79,3.53
0.31,"Ideal","E","VS2",61.4,54,680,4.38,4.41,2.7
0.92,"Very Good","G","SI2",62.4,60,3713,6.18,6.22,3.87
1.08,"Very Good","D","VS1",60.5,58,8513,6.53,6.63,3.98
1.21,"Premium","E","VS1",60.3,58,10137,6.95,6.91,4.18
1.51,"Ideal","E","VS1",62.2,57,17649,7.37,7.32,4.57
